customer_id,age,Income,credit_score,loan_amount,loan_status,interest_rate,tenure
729,45,114,720,50,yes,0.13,2
730,58,950,786,50,yes,0.13,2
731,43,130,699,2505,yes,0.13,1
732,28,950,717,50,yes,0.13,1
733,26,85,715,50,yes,0.13,1
734,49,850,780,50,yes,0.13,1
735,66,53,772,50,yes,0.13,1
736,33,49,877,50,yes,0.13,1
737,61,152,717,50,yes,0.13,1
738,64,138,765,50,yes,0.13,1
739,36,850,761,50,yes,0.13,1
740,49,82,751,50,yes,0.13,2
741,52,195,667,50,yes,0.13,2
742,61,22,780,50,yes,0.13,1
743,32,81,765,50,yes,0.13,1
744,61,30,771,50,yes,0.125,1
745,45,154,766,50,yes,0.13,1
746,24,49,772,50,yes,0.13,2
747,62,85,726,50,yes,0.13,1
748,57,21,820,50,yes,0.125,1
749,41,14,780,50,yes,0.13,2
750,58,650,756,50,yes,0.13,2
751,29,138,716,50,yes,0.13,1
752,53,98,705,355,yes,0.13,1
753,64,22,756,50,yes,0.13,2
754,49,49,780,50,yes,0.13,1
755,38,1502,715,50,yes,0.125,1
756,56,45,723,50,yes,0.13,2
757,56,82,705,50,yes,0.13,1
758,52,81,776,50,yes,0.13,2
759,64,35,766,50,yes,0.13,2
760,53,59,715,50,yes,0.13,1
761,29,52,772,50,yes,0.13,1
762,48,84,723,166,yes,0.13,1
763,32,85,810,15050,yes,0.13,1
764,54,65,721,50,yes,0.13,2
765,37,89,745,314,yes,0.13,2
766,47,1509,776,50,yes,0.13,2
767,37,81,765,50,yes,0.13,2
768,64,38,772,1508,yes,0.13,2
769,43,72,745,50,yes,0.13,1
770,33,78,765,119,yes,0.13,1
771,26,172,738,50,yes,0.13,1
772,42,71,771,1506,yes,0.13,1
773,54,165,712,50,yes,0.125,1
774,41,1250,732,50,yes,0.13,1
775,55,39,721,50,yes,0.13,2
776,65,23,723,50,yes,0.13,2
777,32,135,732,91,yes,0.13,1
778,55,12,721,76,yes,0.13,1
779,62,92,723,50,yes,0.13,1
780,53,192,741,50,yes,0.13,2
781,32,42,763,50,yes,0.13,1
782,56,158,761,50,yes,0.13,1
783,54,194,763,587,yes,0.125,1
784,44,1650,739,50,yes,0.13,2
785,48,98,728,50,yes,0.13,2
786,46,164,739,50,yes,0.125,1
787,45,42,765,50,yes,0.13,1
788,45,2502,742,50,yes,0.13,2
789,58,150,723,50,yes,0.13,2
790,29,31,776,50,yes,0.13,1
791,55,58,767,50,yes,0.13,1
792,55,65,760,50,yes,0.13,1
793,41,98,754,50,yes,0.13,2
794,24,1550,765,50,yes,0.13,1
795,54,44,746,50,yes,0.13,1
796,57,15,721,50,yes,0.13,2
797,24,82,710,50,yes,0.13,2
798,42,61,765,50,yes,0.13,1
799,29,38,760,50,yes,0.13,2
800,29,39,724,50,yes,0.13,1
801,31,173,766,50,yes,0.13,1
802,47,8,721,50,yes,0.13,1
803,36,51,760,214,yes,0.13,1
804,52,62,776,82,yes,0.13,2
805,54,34,723,50,yes,0.13,1
806,55,132,745,3507,yes,0.13,2
807,53,44,766,50,yes,0.13,2
808,52,162,667,50,yes,0.13,1
809,64,64,766,50,yes,0.13,1
810,54,111,820,50,yes,0.13,2
811,32,41,732,50,yes,0.13,2
812,63,52,717,50,yes,0.13,2
813,36,65,751,50,yes,0.13,2
814,32,1350,772,50,yes,0.13,1
815,33,45,820,50,yes,0.13,2
816,62,35,715,118,yes,0.13,2
817,49,65,723,263,yes,0.13,1
818,41,38,723,91,yes,0.13,1
819,51,42,772,50,yes,0.13,1
820,56,45,766,50,yes,0.13,2
821,51,145,776,50,yes,0.13,1
822,39,33,766,50,yes,0.13,2
823,61,650,717,50,yes,0.13,2
824,35,45,760,50,yes,0.13,1
825,39,72,751,50,yes,0.13,1
826,37,34,721,50,yes,0.13,2
827,48,23,717,50,yes,0.13,1
828,63,45,780,88,yes,0.13,1
829,35,28,780,75,yes,0.13,1
830,55,81,712,50,yes,0.13,1
831,29,72,723,81,yes,0.13,2
832,61,49,717,50,yes,0.13,1
833,36,31,780,50,yes,0.13,2
834,61,63,754,50,yes,0.13,2
835,36,1550,746,50,yes,0.125,1
836,58,142,732,193,yes,0.13,1
837,42,74,725,50,yes,0.13,2
838,24,24,816,81,yes,0.13,1
839,45,29,715,50,yes,0.13,2
840,39,79,751,50,yes,0.13,2
841,27,94,721,3150,yes,0.13,2
842,57,121,705,50,yes,0.13,2
843,34,54,710,50,yes,0.13,2
844,64,73,751,50,yes,0.13,1
845,47,71,763,127,yes,0.13,1
846,44,29,780,50,yes,0.13,1
847,51,93,810,50,yes,0.13,1
848,30,73,766,252,yes,0.13,1
849,57,19,767,50,yes,0.13,1
850,33,58,820,50,yes,0.125,1
851,46,39,721,50,yes,0.13,2
852,41,23,717,50,yes,0.13,1
853,33,29,756,127,yes,0.13,2
854,27,155,763,50,yes,0.13,2
855,52,950,751,50,yes,0.13,1
856,59,113,765,77,yes,0.13,1
857,62,42,776,50,yes,0.13,2
858,49,350,721,50,yes,0.125,1
859,45,19,765,50,yes,0.13,1
860,63,124,765,1750,yes,0.13,2
861,57,350,723,145,yes,0.13,2
862,37,28,766,124,yes,0.13,1
863,32,15,780,1501,yes,0.13,2
864,54,750,756,265,yes,0.13,2
865,28,150,820,50,yes,0.13,1
866,37,22,776,139,yes,0.13,1
867,44,750,715,50,yes,0.13,1
868,61,61,756,50,yes,0.13,2
869,30,161,717,50,yes,0.13,2
870,54,29,763,50,yes,0.13,2
871,43,35,765,50,yes,0.13,1
872,54,48,752,50,yes,0.13,1
873,32,44,763,50,yes,0.13,1
874,24,88,763,134,yes,0.13,2
875,24,30,724,50,yes,0.13,1
876,61,21,816,123,yes,0.13,2
877,30,58,752,50,yes,0.13,1
878,35,59,820,50,yes,0.13,2
879,33,74,766,50,yes,0.13,2
880,63,84,715,50,yes,0.13,1
881,57,58,721,177,yes,0.13,1
882,44,154,715,50,yes,0.13,1
883,51,185,745,50,yes,0.13,2
884,51,78,780,3505,yes,0.13,1
885,38,55,772,50,yes,0.13,1
886,31,350,776,50,yes,0.13,1
887,54,74,766,50,yes,0.13,2
888,41,118,717,50,yes,0.13,1
889,57,182,717,372,yes,0.13,2
890,24,82,756,50,yes,0.13,1
891,55,29,766,79,yes,0.13,1
892,32,1250,746,3501,yes,0.125,1
893,38,53,751,50,yes,0.13,1
894,58,43,717,50,yes,0.13,2
895,29,59,751,232,yes,0.13,1
896,43,84,751,289,yes,0.125,1
897,32,161,726,212,yes,0.13,1
898,62,21,816,137,yes,0.13,1
899,57,63,723,50,yes,0.13,1
900,24,172,726,50,yes,0.13,2
901,24,51,721,172,yes,0.13,2
902,57,24,723,50,yes,0.13,1
903,57,95,756,50,yes,0.13,2
904,43,59,751,2550,yes,0.13,1
905,28,51,776,50,yes,0.13,2
906,46,28,780,84,yes,0.13,1
907,29,154,765,1350,yes,0.13,2
908,64,15,776,115,yes,0.13,1
909,66,55,717,50,yes,0.13,2
910,23,149,723,3505,yes,0.13,2
911,37,79,776,50,yes,0.13,2
912,47,68,751,50,yes,0.13,2
913,35,78,751,50,yes,0.13,1
914,57,34,766,50,yes,0.13,2
915,65,195,816,50,yes,0.125,2
916,53,184,667,3503,yes,0.13,1
917,44,85,745,50,yes,0.13,1
918,45,25050,715,50,yes,0.13,1
919,41,64,765,50,yes,0.13,2
920,51,88,751,50,yes,0.13,2
921,27,42,751,50,yes,0.13,2
922,31,91,756,126,yes,0.13,1
923,32,38,776,50,yes,0.125,1
924,55,28,766,50,yes,0.13,2
925,55,32,820,50,yes,0.13,2
926,42,31,776,50,yes,0.13,2
927,33,22,816,1503,yes,0.13,1
928,65,95,761,138,yes,0.13,2
929,35,74,705,50,yes,0.13,1
930,55,22,766,91,yes,0.13,2
931,28,43,820,50,yes,0.13,1
932,27,43,780,50,yes,0.13,1
933,51,112,776,50,yes,0.125,1
934,32,9,780,50,yes,0.13,1
935,58,81,711,50,yes,0.13,1
936,46,131,728,256,yes,0.13,2
937,62,19,766,50,yes,0.13,2
938,38,62,723,50,yes,0.13,1
939,62,19,816,124,yes,0.13,2
940,56,8,776,50,yes,0.13,1
941,61,193,740,2503,yes,0.13,1
942,38,129,720,130,yes,0.13,2
943,55,350,723,50,yes,0.13,2
944,24,850,776,50,yes,0.13,2
945,41,22,766,50,yes,0.13,2
946,57,33,766,50,yes,0.13,1
947,36,64,724,50,yes,0.13,2
948,55,650,751,84,yes,0.13,1
949,24,81,747,259,yes,0.13,1
950,30,45,756,2504,yes,0.13,1
951,32,112,776,50,yes,0.13,1
952,59,83,726,50,yes,0.13,1
953,44,1850,739,524,yes,0.13,2
954,51,28,721,50,yes,0.13,1
955,37,169,741,249,yes,0.13,1
956,59,14,723,50,yes,0.13,1
957,37,43,766,50,yes,0.13,1
958,56,88,776,50,yes,0.13,1
959,55,78,751,50,yes,0.13,2
960,49,68,721,163,yes,0.13,2
961,46,144,717,50,yes,0.13,1
962,35,350,780,163,yes,0.13,1
963,47,1250,711,135,yes,0.13,2
964,39,24,776,50,yes,0.13,2
965,27,78,746,157,yes,0.13,1
966,62,135,741,50,yes,0.13,1
967,57,44,756,50,yes,0.13,2
968,55,73,712,50,yes,0.13,1
969,55,950,810,50,yes,0.13,1
970,41,58,765,50,yes,0.13,1
971,57,75,761,236,yes,0.13,1
972,43,174,745,231,yes,0.125,1
973,30,550,745,174,yes,0.13,2
974,43,85,705,287,yes,0.13,1
975,63,54,751,50,yes,0.13,1
976,63,83,726,50,yes,0.13,2
977,54,24,721,50,yes,0.13,2
978,54,45,772,2505,yes,0.13,1
979,52,68,763,50,yes,0.13,1
980,32,48,820,50,yes,0.13,2
981,38,114,780,50,yes,0.13,1
982,36,142,746,50,yes,0.125,1
983,58,52,765,50,yes,0.13,2
984,46,142,717,50,yes,0.13,2
985,32,15,816,50,yes,0.13,2
986,46,118,740,159,yes,0.13,2
987,53,1501,713,50,yes,0.13,1
988,62,84,752,50,yes,0.13,1
989,63,32,715,15050,yes,0.13,2
990,42,64,765,247,yes,0.13,2
991,34,81,726,50,yes,0.13,1
992,30,28,766,50,yes,0.13,2
993,34,93,711,50,yes,0.13,1
994,41,185,709,50,yes,0.13,2
995,32,42,776,50,yes,0.13,2
996,28,45,756,50,yes,0.13,1
997,33,49,717,214,yes,0.13,2
998,46,69,724,50,yes,0.13,2
999,52,94,752,333,yes,0.13,1
1000,37,18,766,50,yes,0.13,1
1001,59,8,723,91,yes,0.13,2
1002,57,55,724,1508,yes,0.13,1
1003,46,85,816,50,yes,0.13,2
1004,25,62,711,229,yes,0.13,1
1005,53,65,784,50,yes,0.13,1
1006,38,138,711,50,yes,0.13,1
1007,63,1503,749,50,yes,0.13,1
1008,44,99,724,357,yes,0.13,2
1009,32,152,718,50,yes,0.13,1
1010,28,25,767,130,yes,0.13,1
1011,27,98,749,361,yes,0.125,1
1012,52,39,723,166,yes,0.13,1
1013,32,30,705,50,yes,0.13,1
1014,39,58,724,169,yes,0.13,1
1015,32,192,776,3501,yes,0.125,1
1016,37,62,763,50,yes,0.13,2
1017,24,69,763,50,yes,0.13,1
1018,31,30,705,1750,yes,0.13,2
1019,39,61,756,127,yes,0.13,2
1020,29,350,776,157,yes,0.13,2
1021,54,29,766,97,yes,0.13,1
1022,35,41,780,50,yes,0.13,1
1023,27,118,717,50,yes,0.13,1
1024,45,1509,766,366,yes,0.13,1
1025,58,122,721,50,yes,0.125,1
1026,62,550,766,169,yes,0.13,1
1027,28,43,820,50,yes,0.13,1
1028,32,1508,732,50,yes,0.13,2
1029,29,1150,749,50,yes,0.13,2
1030,41,250,717,50,yes,0.13,1
1031,61,112,745,50,yes,0.13,2
1032,56,25,820,136,yes,0.13,1
1033,37,42,723,50,yes,0.13,1
1034,37,29,776,50,yes,0.13,1
1035,49,84,724,134,yes,0.13,1
1036,43,81,751,50,yes,0.13,1
1037,53,55,767,119,yes,0.13,1
1038,35,30,751,50,yes,0.13,1
1039,56,145,728,50,yes,0.125,1
1040,41,175,772,50,yes,0.13,1
1041,36,78,776,163,yes,0.13,2
1042,56,51,766,50,yes,0.13,2
1043,64,550,717,50,yes,0.13,1
1044,51,21,816,50,yes,0.13,1
1045,49,79,721,83,yes,0.13,1
1046,43,84,760,50,yes,0.13,2
1047,51,34,816,50,yes,0.13,2
1048,55,73,756,50,yes,0.13,2
1049,62,950,765,50,yes,0.13,1
1050,35,23,721,50,yes,0.13,1
1051,53,145,721,294,yes,0.125,1
1052,33,54,721,141,yes,0.13,2
1053,43,49,751,1503,yes,0.13,1
1054,58,51,752,50,yes,0.13,1
1055,63,8,756,50,yes,0.13,1
1056,31,62,780,50,yes,0.13,1
1057,36,25,717,50,yes,0.13,1
1058,24,63,729,50,yes,0.13,1
1059,59,24,721,86,yes,0.13,1
1060,28,11,820,50,yes,0.13,1
1061,59,23,820,50,yes,0.13,2
1062,47,33,717,50,yes,0.13,1
1063,47,83,712,97,yes,0.13,2
1064,56,39,717,131,yes,0.13,2
1065,41,138,738,50,yes,0.13,1
1066,25,113,749,50,yes,0.13,2
1067,24,125,765,50,yes,0.125,1
1068,32,195,745,50,yes,0.13,2
1069,34,1505,780,50,yes,0.13,2
1070,44,75,724,50,yes,0.13,1
1071,36,30,780,50,yes,0.13,1
1072,39,61,765,137,yes,0.13,1
1073,54,75,747,50,yes,0.13,2
1074,33,122,711,50,yes,0.13,1
1075,39,75,677,50,yes,0.13,2
1076,41,59,721,50,yes,0.13,2
1077,30,24,780,50,yes,0.13,1
1078,29,175,717,329,yes,0.13,1
1079,51,39,763,182,yes,0.13,2
1080,54,145,708,50,yes,0.13,2
1081,47,24,816,142,yes,0.13,1
1082,53,250,820,50,yes,0.13,2
1083,24,85,751,50,yes,0.13,1
1084,28,65,751,50,yes,0.13,2
1085,37,191,717,50,yes,0.13,2
1086,51,11,711,50,yes,0.13,2
1087,63,30,780,167,yes,0.13,2
1088,38,54,723,196,yes,0.13,2
1089,59,95,712,50,yes,0.13,1
1090,53,94,780,50,yes,0.13,1
1091,31,79,751,50,yes,0.13,2
1092,41,48,776,50,yes,0.13,1
1093,25,750,751,50,yes,0.13,1
1094,27,30,820,111,yes,0.13,1
1095,32,44,776,50,yes,0.13,1
1096,32,43,717,137,yes,0.13,1
1097,43,29,776,50,yes,0.13,1
1098,32,188,705,184,yes,0.13,2
1099,46,114,711,50,yes,0.13,1
1100,24,52,723,50,yes,0.13,1
1101,42,13,721,50,yes,0.13,1
1102,42,95,765,50,yes,0.13,2
1103,29,84,747,50,yes,0.13,1
1104,38,49,776,50,yes,0.13,2
1105,51,181,745,50,yes,0.13,1
1106,35,182,776,229,yes,0.125,1
1107,37,750,810,50,yes,0.13,2
1108,47,79,772,185,yes,0.13,1
1109,55,61,752,50,yes,0.13,1
1110,65,121,724,50,yes,0.13,1
1111,58,34,721,83,yes,0.13,1
1112,54,183,780,442,yes,0.13,2
1113,52,51,756,50,yes,0.13,2
1114,28,750,776,50,yes,0.13,2
1115,32,39,745,50,yes,0.13,1
1116,51,84,766,50,yes,0.13,2
1117,43,122,733,50,yes,0.13,1
1118,42,145,745,132,yes,0.13,1
1119,42,98,816,50,yes,0.13,1
1120,41,79,780,233,yes,0.13,1
1121,34,38,721,50,yes,0.13,1
1122,24,49,723,196,yes,0.13,2
1123,32,38,780,50,yes,0.13,1
1124,46,91,751,50,yes,0.13,2
1125,38,29,721,50,yes,0.13,2
1126,37,172,714,50,yes,0.13,2
1127,32,1504,761,50,yes,0.13,2
1128,35,58,749,50,yes,0.13,1
1129,24,171,715,50,yes,0.13,2
1130,24,73,717,50,yes,0.125,1
1131,58,191,747,50,yes,0.13,2
1132,57,950,747,50,yes,0.13,1
1133,34,55,746,50,yes,0.125,1
1134,31,28,713,50,yes,0.13,2
1135,39,42,749,50,yes,0.13,1
1136,57,9,820,91,yes,0.13,1
1137,47,65,766,50,yes,0.13,1
1138,51,134,747,50,yes,0.125,1
1139,24,83,726,50,yes,0.13,1
1140,55,38,780,50,yes,0.13,1
1141,32,13,776,50,yes,0.13,1
1142,32,143,747,50,yes,0.13,1
1143,44,75,715,50,yes,0.13,2
1144,33,1250,745,50,yes,0.13,1
1145,49,91,752,50,yes,0.13,2
1146,32,99,766,50,yes,0.13,2
1147,31,71,820,78,yes,0.13,2
1148,37,111,763,50,yes,0.13,2
1149,41,1508,741,50,yes,0.13,2
1150,56,158,754,50,yes,0.13,2
1151,55,81,709,50,yes,0.13,1
1152,49,12,820,50,yes,0.125,1
1153,63,21,816,50,yes,0.13,1
1154,55,55,767,215,yes,0.13,1
1155,59,42,776,50,yes,0.13,1
1156,41,81,816,50,yes,0.13,2
1157,49,13,721,87,yes,0.13,2
1158,48,132,756,157,yes,0.13,2
1159,41,99,780,50,yes,0.13,1
1160,32,23,721,50,yes,0.13,2
1161,28,30,732,50,yes,0.13,1
1162,36,181,717,50,yes,0.13,2
1163,38,112,751,394,yes,0.13,2
1164,34,138,724,227,yes,0.13,1
1165,41,94,712,327,yes,0.125,1
1166,43,113,745,50,yes,0.13,2
1167,24,112,732,50,yes,0.13,2
1168,37,1950,765,475,yes,0.13,1
1169,62,38,772,50,yes,0.13,1
1170,30,32,717,158,yes,0.13,1
1171,35,1504,756,50,yes,0.13,2
1172,64,43,715,50,yes,0.13,1
1173,49,45,745,50,yes,0.13,1
1174,24,35,745,50,yes,0.13,2
1175,36,42,780,50,yes,0.13,1
1176,29,58,763,50,yes,0.13,1
1177,29,1503,726,50,yes,0.13,1
1178,28,71,717,149,yes,0.125,1
1179,33,14,816,98,yes,0.13,1
1180,36,98,780,50,yes,0.13,2
1181,42,950,820,50,yes,0.13,2
1182,25,65,721,50,yes,0.13,2
1183,28,19,816,50,yes,0.13,1
1184,32,35,745,50,yes,0.13,1
1185,34,71,705,50,yes,0.13,1
1186,43,31,765,50,yes,0.13,2
1187,62,43,780,50,yes,0.13,1
1188,61,24,766,87,yes,0.13,2
1189,45,58,816,50,yes,0.13,2
1190,42,115,816,50,yes,0.13,1
1191,39,168,765,152,yes,0.13,2
1192,29,128,766,50,yes,0.13,1
1193,45,138,714,50,yes,0.13,2
1194,58,81,745,50,yes,0.13,1
1195,29,41,705,50,yes,0.13,1
1196,32,123,747,50,yes,0.13,1
1197,37,71,810,94,yes,0.13,1
1198,48,8,816,50,yes,0.13,2
1199,30,42,723,1501,yes,0.13,1
1200,29,62,749,184,yes,0.13,1
1201,36,22,780,91,yes,0.13,1
1202,35,38,780,50,yes,0.13,1
1203,35,24,816,50,yes,0.13,2
1204,62,550,751,50,yes,0.13,1
1205,26,1950,705,197,yes,0.13,1
1206,32,94,785,50,yes,0.13,1
1207,63,165,771,50,yes,0.13,2
1208,38,43,780,50,yes,0.13,2
1209,32,48,756,50,yes,0.13,2
1210,46,52,810,228,yes,0.13,2
1211,32,84,713,50,yes,0.13,1
1212,61,131,767,50,yes,0.13,1
1213,34,44,721,50,yes,0.13,2
1214,27,78,721,87,yes,0.13,2
1215,61,15,816,50,yes,0.13,2
1216,45,38,715,144,yes,0.13,1
1217,32,84,705,50,yes,0.13,1
1218,44,122,776,50,yes,0.13,1
1219,62,98,752,50,yes,0.13,2
1220,45,850,709,50,yes,0.13,2
1221,41,165,765,50,yes,0.13,1
1222,24,121,717,50,yes,0.13,2
1223,61,250,816,94,yes,0.13,2
1224,45,11,721,91,yes,0.13,2
1225,59,45,776,50,yes,0.13,1
1226,24,118,752,50,yes,0.13,2
1227,37,14,776,1509,yes,0.13,1
1228,39,350,721,50,yes,0.13,2
1229,56,45,721,98,yes,0.13,2
1230,56,850,709,50,yes,0.13,1
1231,27,25,776,50,yes,0.13,1
1232,66,144,749,50,yes,0.125,1
1233,43,84,721,297,yes,0.13,1
1234,53,22,816,50,yes,0.13,1
1235,44,33,766,50,yes,0.13,1
1236,54,650,751,50,yes,0.13,2
1237,31,81,751,116,yes,0.13,1
1238,38,169,708,50,yes,0.125,1
1239,28,63,756,50,yes,0.13,1
1240,51,12,723,1509,yes,0.13,1
1241,52,15,763,1501,yes,0.13,2
1242,64,39,765,50,yes,0.125,1
1243,29,44,765,50,yes,0.13,1
1244,34,1150,724,50,yes,0.13,1
1245,33,1350,728,99,yes,0.13,2
1246,46,41,717,128,yes,0.13,1
1247,48,59,717,241,yes,0.13,1
1248,52,39,763,50,yes,0.13,1
1249,44,35,711,50,yes,0.13,1
1250,51,850,751,50,yes,0.13,1
1251,47,81,709,50,yes,0.13,1
1252,39,31,763,50,yes,0.13,2
1253,42,93,715,50,yes,0.13,2
1254,57,45,766,2504,yes,0.13,1
1255,36,30,756,50,yes,0.13,1
1256,27,850,756,185,yes,0.13,1
1257,31,250,816,50,yes,0.13,1
1258,63,41,765,50,yes,0.13,2
1259,34,31,776,1504,yes,0.13,1
1260,52,35,721,50,yes,0.13,1
1261,57,30,717,137,yes,0.13,1
1262,63,84,776,50,yes,0.13,2
1263,26,53,756,50,yes,0.13,1
1264,35,85,712,50,yes,0.13,1
1265,58,138,732,50,yes,0.13,1
1266,32,71,729,1508,yes,0.13,2
1267,64,113,763,50,yes,0.13,2
1268,32,23,780,50,yes,0.13,2
1269,34,62,746,50,yes,0.13,2
1270,36,14,721,15050,yes,0.13,1
1271,43,650,751,50,yes,0.13,2
1272,28,94,763,236,yes,0.13,1
1273,64,83,776,50,yes,0.13,1
1274,37,1350,728,437,yes,0.125,1
1275,62,61,745,50,yes,0.13,2
1276,27,92,785,178,yes,0.13,1
1277,42,250,763,117,yes,0.13,1
1278,45,194,715,428,yes,0.13,2
1279,36,74,749,50,yes,0.13,2
1280,48,84,816,145,yes,0.13,2
1281,65,98,776,333,yes,0.13,2
1282,39,52,771,50,yes,0.13,1
1283,51,55,705,236,yes,0.13,2
1284,24,64,726,117,yes,0.13,2
1285,65,128,749,162,yes,0.13,1
1286,38,113,745,50,yes,0.13,2
1287,29,550,772,50,yes,0.13,2
1288,42,54,751,50,yes,0.13,2
1289,63,129,767,366,yes,0.13,1
1290,46,82,816,50,yes,0.13,2
1291,62,15050,745,50,yes,0.13,1
1292,58,44,751,50,yes,0.13,2
1293,56,164,765,234,yes,0.125,1
1294,56,81,761,121,yes,0.13,1
1295,34,71,820,257,yes,0.13,1
1296,42,28,765,950,yes,0.13,2
1297,24,850,766,219,yes,0.13,1
1298,61,950,715,50,yes,0.13,1
1299,38,74,709,50,yes,0.13,1
1300,32,14,723,50,yes,0.13,1
1301,61,23,765,1503,yes,0.13,1
1302,41,153,745,337,yes,0.13,2
1303,42,38,767,50,yes,0.13,2
1304,29,112,755,382,yes,0.13,2
1305,51,145,667,397,yes,0.13,2
1306,32,28,776,88,yes,0.13,1
1307,34,31,772,50,yes,0.13,1
1308,26,195,723,50,yes,0.13,1
1309,54,550,722,50,yes,0.13,1
1310,38,71,743,50,yes,0.13,2
1311,62,21,776,50,yes,0.13,2
1312,37,35,763,125,yes,0.13,2
1313,46,42,751,50,yes,0.13,1
1314,52,78,709,141,yes,0.13,1
1315,32,73,751,50,yes,0.13,2
1316,49,53,780,181,yes,0.13,2
1317,28,51,756,123,yes,0.13,2
1318,55,30,746,50,yes,0.13,1
1319,52,178,780,50,yes,0.13,2
1320,32,35,776,50,yes,0.13,2
1321,31,192,711,50,yes,0.13,1
1322,27,123,746,50,yes,0.13,2
1323,32,48,717,50,yes,0.125,1
1324,52,45,756,50,yes,0.13,2
1325,52,15,721,50,yes,0.13,1
1326,32,79,776,1250,yes,0.13,1
1327,32,63,773,50,yes,0.13,1
1328,61,350,721,50,yes,0.13,1
1329,37,145,738,3850,yes,0.13,2
1330,28,32,780,50,yes,0.13,2
1331,34,64,820,224,yes,0.13,1
1332,31,84,820,50,yes,0.13,1
1333,31,21,816,50,yes,0.13,1
1334,62,99,745,50,yes,0.13,1
1335,47,35,705,50,yes,0.13,1
1336,32,1850,745,50,yes,0.13,1
1337,36,42,716,50,yes,0.13,1
1338,26,179,724,50,yes,0.13,2
1339,51,42,820,50,yes,0.13,2
1340,52,1850,765,297,yes,0.13,1
1341,35,82,726,50,yes,0.13,2
1342,42,55,723,149,yes,0.13,2
1343,36,79,709,50,yes,0.13,1
1344,41,48,756,215,yes,0.13,2
1345,49,93,810,50,yes,0.13,1
1346,57,23,721,50,yes,0.13,2
1347,44,550,771,25050,yes,0.13,2
1348,37,85,798,50,yes,0.13,1
1349,38,35,766,97,yes,0.13,1
1350,26,171,809,50,yes,0.13,1
1351,29,29,766,50,yes,0.13,2
1352,59,84,776,50,yes,0.13,1
1353,51,250,765,50,yes,0.13,1
1354,32,14,816,50,yes,0.13,1
1355,35,179,735,357,yes,0.13,2
1356,61,48,763,158,yes,0.13,1
1357,42,74,762,50,yes,0.13,1
1358,55,53,717,50,yes,0.13,2
1359,32,83,722,50,yes,0.13,1
1360,64,171,724,433,yes,0.13,2
1361,54,85,713,50,yes,0.13,1
1362,32,38,767,50,yes,0.13,1
1363,31,85,756,157,yes,0.13,1
1364,32,79,820,50,yes,0.13,2
1365,44,69,816,50,yes,0.13,2
1366,37,43,767,50,yes,0.13,1
1367,37,33,776,1501,yes,0.13,1
1368,62,42,820,149,yes,0.13,2
1369,46,30,715,122,yes,0.13,1
1370,57,43,776,50,yes,0.13,2
1371,24,250,765,117,yes,0.13,2
1372,58,65,754,222,yes,0.13,1
1373,39,139,726,483,yes,0.13,1
1374,37,135,776,50,yes,0.13,1
1375,59,84,756,50,yes,0.13,1
1376,32,179,766,50,yes,0.13,2
1377,63,45,705,86,yes,0.13,2
1378,27,1509,707,50,yes,0.13,1
1379,54,34,820,50,yes,0.13,1
1380,62,162,705,50,yes,0.13,1
1381,37,1505,717,50,yes,0.13,1
1382,38,22,721,50,yes,0.13,1
1383,34,82,776,178,yes,0.13,1
1384,65,1505,745,2350,yes,0.13,1
1385,55,62,776,50,yes,0.13,1
1386,57,82,709,83,yes,0.13,2
1387,27,72,711,50,yes,0.13,1
1388,35,38,745,50,yes,0.13,1
1389,52,25,780,50,yes,0.13,2
1390,45,250,771,50,yes,0.13,1
1391,29,850,776,50,yes,0.13,1
1392,44,84,772,50,yes,0.13,2
1393,47,33,780,50,yes,0.13,1
1394,62,55,767,50,yes,0.13,1
1395,52,33,723,50,yes,0.13,2
1396,47,1950,776,3505,yes,0.13,2
1397,42,43,776,158,yes,0.13,2
1398,65,45,820,50,yes,0.13,1
1399,42,141,724,50,yes,0.13,2
1400,30,69,751,50,yes,0.13,1
1401,32,78,820,50,yes,0.13,1
1402,30,84,761,50,yes,0.13,1
1403,55,172,741,50,yes,0.13,2
1404,32,51,721,154,yes,0.13,2
1405,58,75,717,50,yes,0.13,1
1406,46,183,785,50,yes,0.125,1
1407,53,250,816,50,yes,0.13,1
1408,63,1501,732,294,yes,0.13,1
1409,30,129,745,50,yes,0.13,1
1410,41,63,729,50,yes,0.13,2
1411,37,44,724,50,yes,0.13,2
1412,65,184,746,176,yes,0.125,1
1413,59,15050,756,127,yes,0.13,2
1414,48,12,816,50,yes,0.13,2
1415,59,68,746,128,yes,0.13,1
1416,33,48,780,212,yes,0.13,1
1417,30,82,816,50,yes,0.13,2
1418,42,52,765,50,yes,0.13,2
1419,65,154,732,50,yes,0.125,1
1420,24,39,766,50,yes,0.13,2
1421,24,30,776,50,yes,0.125,1
1422,42,54,715,164,yes,0.13,2
1423,32,32,780,1503,yes,0.125,1
1424,55,64,746,50,yes,0.13,2
1425,29,92,705,287,yes,0.13,1
1426,64,30,765,94,yes,0.13,1
1427,37,650,765,50,yes,0.13,1
1428,31,85,705,119,yes,0.13,1
1429,25,21,816,950,yes,0.13,1
1430,31,35,756,171,yes,0.13,2
1431,32,52,820,50,yes,0.13,1
1432,58,128,754,50,yes,0.13,2
1433,26,195,723,50,yes,0.13,2
1434,51,68,766,117,yes,0.13,2
1435,65,55,772,50,yes,0.13,2
